Name,Element,Z,A,C[z],U[C[z]],N[z]],U[N[z]],A[z],U[A[z]]
'NIST K975',Li,3,6.94,0.01045,0.00000,0.01045,0.00000,0.03655,0.00000
'NIST K975',O,8,15.999,0.39661,0.00000,0.39653,0.00000,0.60166,0.00000
'NIST K975',Al,13,26.9815384,0.08923,0.00000,0.08921,0.00000,0.08026,0.00000
'NIST K975',Si,14,28.085,0.21017,0.00000,0.21013,0.00000,0.18163,0.00000
'NIST K975',K,19,39.0983,0.01868,0.00000,0.01867,0.00000,0.01159,0.00000
'NIST K975',Ca,20,40.078,0.06747,0.00000,0.06745,0.00000,0.04086,0.00000
'NIST K975',Rb,37,85.4678,0.02057,0.00000,0.02057,0.00000,0.00584,0.00000
'NIST K975',Sr,38,87.62,0.10054,0.00000,0.10052,0.00000,0.02785,0.00000
'NIST K975',Ag,47,107.8682,0.01043,0.00000,0.01042,0.00000,0.00235,0.00000
'NIST K975',Ce,58,140.116,0.01832,0.00000,0.01831,0.00000,0.00317,0.00000
'NIST K975',Tb,65,158.925354,0.01955,0.00000,0.01954,0.00000,0.00299,0.00000
'NIST K975',Yb,70,173.045,0.01976,0.00000,0.01976,0.00000,0.00277,0.00000
'NIST K975',Ta,73,180.94788,0.01843,0.00000,0.01842,0.00000,0.00247,0.00000
